"Genetic ID (suffices: "".DG"" is a high coverage shotgun genome with diploid genotype calls; "".SG"" is a high coverage shotgun genome with diploid genotype calls; "".AG,  .TW, .BY, .AA, .EC, .WGC""  are Agilent 1240K or Twist Ancient DNA or ""Big Yoruba"" or ""Archaic Admixture"" or ""Exome"" or ""Whole-Genome Capture"" data respectively; each analyzed position is represented by a randomly chosen sequence allowing for combinations when merged (separable by readgroups if possible).  "".HO"" is Affymetrix Human Origins genotype data and ""REF"" is reference haploid data.",Persistent Genetic ID,Individual ID,Skeletal code,Skeletal element,"First publication: Abbreviation for earliest paper that reported data from this individual (this is not always the same as the data being analyzed, which may be from a different or improved dataset)",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990+-40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Latitude,Longitude,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,Mean coverage on 1.15M autosomal targets for full bam (if no off-target entry not up-to-date),"Mean coverage on non-targeted autosomal SNPs for full bam - not yet computed if """".."""" and bam restricted to on-target SNPs if """"0""""",SNPs hit on autosomal targets (Computed using easystats on enhance 2M capture subset) ,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),SNPs hit on autosomal targets (Computed using easystats on Compatibility snpset),SNPs hit on autosomal targets (Computed using easystats on Compatibility_HO snpset),Molecular Sex,Family relations,Sum total of ROH segments >20cM,Sum total of ROH segments >20cM.1,Y haplogroup in terminal mutation notation automatically called based on Y-full 12.03 with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG notation automatically called based on Yfull 12.03 with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,"mtDNA match to consensus if >10x (merged data) [estimates are typically off by (uncorrected + power(10,-0.271*LOG(mt-coverage)-1.120)]",Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs) [estimates are typically 0.005 too high],hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome) [estimates are typically 0.005 too high],"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,"ASSESSMENT WARNINGS: X contamination interval is listed if lower bound is >=0.005 for either ANGSD or hapConX, ""QUESTIONABLE"" if lower bound is 0.015-0.035 for hapConX (or ANGSD if no hapConX computation), ""CRITICAL"" or ""FAIL"" if lower bound is >0.03  for hapConX (or ANGSD if no hapConX computation) |mtcontam confidence interval is listed if coverage >10 and upper bound is <0.98, ""QUESTIONABLE"" if upper bound is 0.9-0.95; ""CRITICAL"" if upper bound is <0.9, QUESTIONABLE status gets overriden by ANGSD or hapConX if upper bound of contamination estimate is <0.01 | damage for ds.half is ""CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1 | sex.ratio is QUESTIONABLE if [0.03,0.1) or (0.30,0.32]; CRITICAL/FAIL if [0.1,0.3] | f4(All,Damage;CEU,CHB) for non-damage-restricted samples is ""CRITICAL/FAIL"" if |Z|>=3.5, QUESTIONABLE if 3.5>Z>=3.0, listed if Z>=2.0",subpopulation,date_CE
JK2888.AG,116,JK2888,1573,tooth,SchuenemannKrauseNatComm2017,SchuenemannKrauseNatComm2017,https://doi.org/10.1038/ncomms15694,ENA:ERP017224,Direct: IntCal20,1997,43.0,"151 calBCE - 23 calCE (2050±24 BP, MAMS-23575)",..,Egypt_AbusirelMeleq_Ptolemaic,"Abusir-el Meleq (Middle Egypt, Beni Suef Governorate)",Egypt,29.9,31.2,Native Pulldown on 3.2M snpset,AG,1240k,..,0.23093342,0.00641304,296906,207380,102401,183450,46740,M,..,n/a (<300K SNPs),n/a (<300K SNPs),E-Y147228,E1b1b1a1b2a4b~,..,..,U6a2,..,..,..,"[0.022,0.124]","[0.049,0.096]",half,..,..,CRITICAL,"ANGSD=[0.022,0.124], hapConX=[0.049,0.096]",Eastern_Med,-47
I3303.AG,458,I3303,YKB15.86P.M14.SK1 (BO21),petrous (cochlea),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Direct: IntCal20,2217,63.0,"361-166 calBCE (2185±25 BP, PSUAMS-3994)",adult,Turkey_Ancient-2,"Halikarnassos (Muğla, Bodrum, Yokuşbaşı)",Turkey,37.044768,27.436551,Native Pulldown on 3.2M snpset,AG,1240k,1,0.57874885,0.01114512,585722,404380,213641,363842,98417,M,..,0,0,J-L25,J2a1a4b,..,108,K1a3,"[0.992,0.999]",0.191,0.441,"[0.001,0.029]","[0.007,0.022]",ds.half,S3303.E1.L1,0.06,Pass,..,Eastern_Med,-267
I3308.AG,459,I3308,YKB15.M8.SK1 (BO24),petrous (cochlea),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Context: Historical,2126,101.0,350-1 BCE,adult (young),Turkey_Ancient-3,"Halikarnassos (Muğla, Bodrum, Yokuşbaşı)",Turkey,37.044768,27.436551,Native Pulldown on 3.2M snpset,AG,1240k,1,0.06701841,0.00087672,97245,68716,35669,59607,16226,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),36.9,C5b,"[0.987,0.996]",0.18,0.01,n/a (female),n/a (female),ds.half,S3308.E1.L1,0.01,Pass,..,Eastern_Med,-176
I3309.AG,460,I3309,YKB15.86P.M16.SK1 (BO25),petrous (cochlea),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Context: Historical,2126,101.0,350-1 BCE,adult (middle),Turkey_Ancient-1,"Halikarnassos (Muğla, Bodrum, Yokuşbaşı)",Turkey,37.044768,27.436551,Native Pulldown on 3.2M snpset,AG,1240k,1,0.02990252,0.00031474,44863,31643,16277,27043,7318,M,..,n/a (<300K SNPs),n/a (<300K SNPs),G-Y238,G,..,20.1,H2,"[0.976,0.992]",0.175,0.451,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S3309.E1.L1,0.0041,Pass,..,Eastern_Med,-176
I3311.AG,461,I3311,YKB15.86P.M7.S K1 (BO27),petrous (cochlea),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Context: Historical,2126,101.0,350-1 BCE,adult (middle),Turkey_Ancient-1,"Halikarnassos (Muğla, Bodrum, Yokuşbaşı)",Turkey,37.044768,27.436551,Native Pulldown on 3.2M snpset,AG,1240k,1,2.81481768,0.04032996,1131598,747946,402304,716750,188316,M,..,0,0,I-P78,I2a1b1a2a1,..,300,H4a,"[0.987,0.996]",0.151,0.427,"[0.003,0.009]","[0.006,0.01]",ds.half,S3311.E1.L1,0.185,Pass,..,Eastern_Med,-176
I3324.AG,464,I3324,4976,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,2223,58.0,"359-172 calBCE (2190±20 BP, PSUAMS-2159)",..,Spain_IA-o,"Puig de Sant Andreu (Catalonia, Girona, Ullastret)",Spain,42.006615,3.078667,Native Pulldown on 3.2M snpset,AG,1240k,1,0.28377623,0.00465663,366314,250585,131765,227250,61053,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-P297,R1b1a1,..,577,H1,"[0.987,0.996]",0.085,0.452,n/a (<200 SNPs),"[0.005,0.024]",ds.half,S3324.E1.L1,0.0071,Pass,..,Western_European,-273
I3496.AG,523,I3496,MC-1573,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2200,29.0,300-200 BCE,..,Spain_IA,"Can Olivé (Catalonia, Barcelona, Cerdanyola)",Spain,41.4966,2.14694,Native Pulldown on 3.2M snpset,AG,1240k,1,0.13977798,0.00291412,204417,140772,73705,127688,34195,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),105.278411,H1,"[0.971,0.989]",..,..,n/a (unknown sex),n/a (unknown sex),ds.half,S3496.E1.L1,0.0022,MERGE_CRITICAL,"Sex:NoClearCall,too.high.heterozygosity",Western_European,-250
I3574.AG,559,I3574,3 (sepultura 48),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1450,58.0,400-600 CE,..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,0.09628389,0.00166507,141582,98488,51360,87493,23654,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),131,U5b1+16189+@16192,"[0.996,1.000]",0.121,0.012,n/a (female),n/a (female),ds.half,S3574.E1.L1,0.0029,Pass,..,Western_European,500
I3575.AG,560,I3575,12 (sepultura 44 individuo 1),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1450,58.0,400-600 CE,..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,0.34723488,0.00407281,417512,289469,150932,258747,69740,M,..,n/a (<300K SNPs),n/a (<300K SNPs),I,I,..,53.8,U5b1+16189+@16192,"[0.989,1.000]",0.115,0.443,"[0,0.023]","[0,0.008]",ds.half,S3575.E1.L1,0.0042,Pass,..,Western_European,500
I3576.AG,561,I3576,13 (sepultura 27),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,1468,36.0,"421-542 calCE (1595±25 BP, PSUAMS-2117)",..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,3.03289564,0.04922719,1250974,820481,434008,800309,204411,M,..,0,0,R-PH4318,R1b1a1b1a1a2a,..,260,T2c1a2,"[0.989,0.995]",0.061,0.422,"[0.002,0.006]","[0.003,0.006]",ds.half,S3576.E1.L1,0.1,Pass,..,Western_European,482
I3577.AG,562,I3577,14 (sepultura 31),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1450,58.0,400-600 CE,..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,0.0660546,0.00113487,99476,69382,36235,61198,16544,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),163,H5b,"[0.995,1.000]",0.075,0.01,n/a (female),n/a (female),ds.half,S3577.E1.L1,0.0028,Pass,..,Western_European,500
I3578.AG,563,I3578,15 (sepultura 29),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1450,58.0,400-600 CE,..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,0.13375785,0.00260533,191277,131836,69187,118276,31947,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),281,HV0f,"[0.996,1.000]",0.073,0.011,n/a (female),n/a (female),ds.half,S3578.E1.L1,0.0046,Pass,..,Western_European,500
I3579.AG,564,I3579,16 (sector 2),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1450,58.0,400-600 CE,..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,0.11137116,0.00323978,161776,111914,58579,100677,26970,M,..,n/a (<300K SNPs),n/a (<300K SNPs),E-L618,E1b1b1a1b1,..,183,H1e1a6,"[0.998,1.000]",0.088,0.437,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S3579.E1.L1,0.0055,Pass,..,Western_European,500
I3581.AG,565,I3581,18 (sepultura 71),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1450,58.0,400-600 CE,..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,0.76965147,0.01189277,736802,500645,265509,461937,123382,F,..,0,0,n/a (female),n/a (female),n/a (female),122,H3,"[0.992,0.999]",0.083,0.01,n/a (female),n/a (female),ds.half,S3581.E1.L1,0.014,Pass,..,Western_European,500
I3582.AG,566,I3582,19 (sepultura 77),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1450,58.0,400-600 CE,..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,0.431057,0.00754095,492424,337512,176488,307045,81841,M,..,0,0,R-L52,R1b1a1b1a1,..,115,K1b1a,"[0.980,0.989]",0.098,0.455,"[0,0.024]","[0.008,0.022]",ds.half,S3582.E1.L1,0.0084,Pass,..,Western_European,500
I3583.AG,567,I3583,20,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1450,58.0,400-600 CE,..,Spain_LateAntiquity,"El Castillón (Andalusia, Granada, Montefrío)",Spain,37.324444,-4.005833,Native Pulldown on 3.2M snpset,AG,1240k,1,0.13560987,0.00095019,184305,129186,65969,111840,29703,M,..,n/a (<300K SNPs),n/a (<300K SNPs),E,E,..,58.2,HV0f,"[0.989,1.000]",0.118,0.464,n/a (<200 SNPs),"[0,0.041]",ds.half,S3583.E1.L1,0.0035,Pass,..,Western_European,500
I3682.AG,597,I3682,SKC 5,long bone,PilliMittnikCurrBiol2024,PilliMittnikCurrBiol2024,https://doi.org/10.1016/j.cub.2024.10.007,ENA:PRJEB74999,"Context: Presicely dated event (Vesuvius eruption) - (later than date on I3682 of 148 calBCE - 21 calCE (2050±20 BP, PSUAMS-2308) calibrated by IntCal20)",1871,0.0,79 CE,..,Italy_Campania_ImperialRoman,"Pompeii (Campania, Naples)",Italy,40.74722222,14.49861111,Native Pulldown on 3.2M snpset,AG,1240k,1,0.05412905,0.00146153,80039,55568,28268,48480,12665,M,..,n/a (<300K SNPs),n/a (<300K SNPs),E-Y10561,E1b1b1b1b,..,117,H,"[0.995,1.000]",0.09,0.48,..,n/a (<2000 X SNPs),ds.half,S3682.L1,..,Pass,..,Italian_Central_Med,79
I3685.AG,598,I3685,PC 34,bone,PilliMittnikCurrBiol2024,PilliMittnikCurrBiol2024,https://doi.org/10.1016/j.cub.2024.10.007,ENA:PRJEB74999,"Context: Presicely dated event (Vesuvius eruption) - (later than date on I3685 of 44 calBCE - 77 calBCE (1995±20 BP, PSUAMS-2306) calibrated by IntCal20)",1871,0.0,79 CE,..,Italy_Campania_ImperialRoman-2,"Pompeii (Campania, Naples)",Italy,40.74722222,14.49861111,Native Pulldown on 3.2M snpset,AG,1240k,1,0.48006456,0.01187688,549317,370647,194262,343542,90270,M,..,0,0,T-L208,T1a1a,..,111,U1a1,"[0.993,0.998]",0.022,0.436,"[0,0.039]","[0.003,0.016]",ds.half,S3685.L1,..,Pass,damage.ds.half=0.022,Italian_Central_Med,79
I3686.AG,599,I3686,SKC 35,long bone,PilliMittnikCurrBiol2024,PilliMittnikCurrBiol2024,https://doi.org/10.1016/j.cub.2024.10.007,ENA:PRJEB74999,Context: Presicely dated event (Vesuvius eruption),1871,0.0,79 CE,..,Italy_Campania_ImperialRoman,"Pompeii (Campania, Naples)",Italy,40.74722222,14.49861111,Native Pulldown on 3.2M snpset,AG,1240k,1,0.05935745,0.00173854,93668,63780,33794,58525,15664,M,..,n/a (<300K SNPs),n/a (<300K SNPs),J-L26,J2a1a,..,13.8,T2c1c,"[0.978,0.987]",0.038,0.433,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S3686.L1,..,CRITICAL,index.cross.contamination,Italian_Central_Med,79
I3690.AG,600,I3690,PC 33,tooth,PilliMittnikCurrBiol2024,PilliMittnikCurrBiol2024,https://doi.org/10.1016/j.cub.2024.10.007,ENA:PRJEB74999,"Context: Presicely dated event (Vesuvius eruption) - (confirmed by date on I3690 of 10 calBCE - 125 calCE (1955±20 BP, PSUAMS-2307) calibrated by IntCal20)",1871,0.0,79 CE,..,Italy_Campania_ImperialRoman,"Pompeii (Campania, Naples)",Italy,40.74722222,14.49861111,Native Pulldown on 3.2M snpset,AG,1240k,1,0.10022518,0.00239782,140498,96048,49722,85093,22527,M,..,n/a (<300K SNPs),n/a (<300K SNPs),J-M102,J2,..,70.5,N1b1a1,"[0.987,0.995]",0.089,0.499,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S3690.L1,..,Pass,..,Italian_Central_Med,79
I3691.AG,601,I3691,SKC 23,bone,PilliMittnikCurrBiol2024,PilliMittnikCurrBiol2024,https://doi.org/10.1016/j.cub.2024.10.007,ENA:PRJEB74999,"Context: Presicely dated event (Vesuvius eruption) - (confirmed by date on I3691 of 65-207 calCE (1915±20 BP, PSUAMS-2269) and 81-210 calCE (1900±15 BP, PSUAMS-2439) calibrated by IntCal20)",1871,0.0,79 CE,..,Italy_Campania_ImperialRoman,"Pompeii (Campania, Naples)",Italy,40.74722222,14.49861111,Native Pulldown on 3.2M snpset,AG,1240k,1,0.33941054,0.00879993,431752,290814,153397,269253,71083,M,..,n/a (<300K SNPs),n/a (<300K SNPs),E-L19,E1b1b,..,170,H,"[0.995,1.000]",0.039,0.453,"[0,0.026]","[0.003,0.02]",ds.half,S3691.L1,..,Pass,..,Italian_Central_Med,79
I3759.AG,617,I3759,LHY073,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,2222,57.0,"361-173 calBCE (2195±25 BP, PSUAMS-2078)",..,Spain_IA_CeltIberian,"La Hoya (Basque Country, Álava, Laguardia)",Spain,42.565,-2.586319,Native Pulldown on 3.2M snpset,AG,1240k,1,2.09005605,0.04394107,1112070,740380,391555,705405,183524,M,..,0,0,I-Z2049,I2a1a1a1~,..,291,H1,"[0.995,1.000]",0.099,0.422,"[0.004,0.011]","[0.007,0.012]",ds.half,S3759.E1.L1,0.255,Pass,..,Western_European,-272
I3775.AG,630,I3775,T-266,bone (phalanx),OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1300,29.0,600-700 CE,..,Spain_EarlyMedieval,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,Native Pulldown on 3.2M snpset,AG,1240k,1,0.11919638,0.00420685,176605,120457,63895,110730,29835,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-L389,R1b1a,..,59.9,H3t,"[0.997,1.000]",0.058,0.438,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S3775.E1.L1,0.0074,Pass,..,Western_European,650
I3776.AG,631,I3776,T-267,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1300,29.0,600-700 CE,..,Spain_EarlyMedieval,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,Native Pulldown on 3.2M snpset,AG,1240k,1,0.03128088,0.00059672,47866,33178,17204,29248,7801,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),189,U5a1i1,"[0.997,1.000]",0.069,0.018,n/a (female),n/a (female),ds.half,S3776.E1.L1,0.0054,Pass,..,Western_European,650
I3777.AG,632,I3777,T-268,bone (phalanx),OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1300,29.0,600-700 CE,..,Spain_EarlyMedieval,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,Native Pulldown on 3.2M snpset,AG,1240k,1,0.39654835,0.01248353,497277,337499,178041,311827,82703,F,..,0,0,n/a (female),n/a (female),n/a (female),142,V17,"[0.985,0.994]",0.071,0.007,n/a (female),n/a (female),ds.half,S3777.E1.L1,0.017,Pass,..,Western_European,650
I3778.AG,633,I3778,T-269,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1300,29.0,600-700 CE,..,Spain_EarlyMedieval,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,Native Pulldown on 3.2M snpset,AG,1240k,1,0.0277976,0.00053417,43050,29533,15534,26665,7139,M,..,n/a (<300K SNPs),n/a (<300K SNPs),BT,BT,..,235,H4a1,"[0.999,1.000]",0.069,0.417,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S3778.E1.L1,0.0019,Pass,..,Western_European,650
I3866.AG,652,I3866,T-264,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1300,29.0,600-700 CE,..,Spain_EarlyMedieval,"L'Esquerda (Catalonia, Barcelona, Roda de Ter)",Spain,41.981377,2.309824,Native Pulldown on 3.2M snpset,AG,1240k,1,0.10464186,0.0024693,154135,105504,56445,95422,26153,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R1b,R1b,..,107,U5a1b1,"[0.993,1.000]",0.061,0.451,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S3866.E1.L1,0.0056,Pass,..,Western_European,650
I3980.AG,692,I3980,6 (Individuo 221),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,1387,25.0,"483-603 calCE (1520±20 BP, PSUAMS-2110)",..,Spain_Roman_LateAntiquity-oAfrica,"Paseíllos Universitarios-Fuentenueva (Andalusia, Granada)",Spain,37.1775,-3.609167,Native Pulldown on 3.2M snpset,AG,1240k,1,0.35547118,0.00996061,462884,314965,164412,291122,76464,F,..,0,0,n/a (female),n/a (female),n/a (female),112,H1e1c,"[0.986,0.995]",0.071,0.012,n/a (female),n/a (female),ds.half,S3980.E1.L1,0.031,Pass,..,Western_European,563
I4054.AG,706,I4054,37 (Sondeo G2/UE217),tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1650,58.0,200-400 CE,..,Spain_LateAntiquity_ImperialRoman-oAfrica,"Plaza Einstein (Andalusia, Granada)",Spain,37.177501,-3.609167,Native Pulldown on 3.2M snpset,AG,1240k,1,0.29319187,0.00631673,389015,267327,139772,243267,64885,M,1.0d brothers:I3983:I4054,n/a (<300K SNPs),n/a (<300K SNPs),J-L26,J2a1a,..,98,H4a1c2,"[0.996,1.000]",0.099,0.447,n/a (<200 SNPs),"[0.002,0.019]",ds.half,S4054.E1.L1,0.01,Pass,..,Western_European,300
I5228.AG,857,I5228,"Grave 2, AZ",bone (phalanx),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Direct: IntCal20,2094,59.0,"340-53 calBCE (2125±20 BP, PSUAMS-4146)",adult,Turkey_Ancient-1,"Zafer (Samsun, Tekkeköy)",Turkey,41.116,36.422,Native Pulldown on 3.2M snpset,AG,1240k,1,0.03283567,0.00124607,49888,35431,18422,31092,8665,M,..,n/a (<300K SNPs),n/a (<300K SNPs),J-PF5119,J2a1a1a2,..,3.135554,J2b,n/a (<10x),0.195,..,..,n/a (<2000 X SNPs),ds.half,S5228.E1.L1,0.0028,Pass,..,Eastern_Med,-144
I5249.AG,858,I5249,"Grave 2, BU",long bone (femur),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Direct: IntCal20,2071,45.0,"193-50 calBCE (2110±20 BP, PSUAMS-4147)",adult,Turkey_Ancient-1,"Büyüklü (Samsun, Tekkeköy)",Turkey,41.154,36.495,Native Pulldown on 3.2M snpset,AG,1240k,1,0.03701074,0.004046,58215,39877,20888,37216,9840,M,..,n/a (<300K SNPs),n/a (<300K SNPs),G,G,..,5.726538,U4a,n/a (<10x),0.011,..,..,n/a (<2000 X SNPs),ds.half,S5249.E1.L1,0.024,CRITICAL,damage.ds.half=0.011,Eastern_Med,-121
I6184.AG,1008,I6184,ROM23,tooth,LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Context: Dates from site I6185 and I6186 to which individual is also genetically similar,2225,130.0,1900-1450 BCE,adult (mature); 40-50 yrs,Romania_MLBA,"Trestiana (Vaslui County, Grivița)",Romania,46.189619,27.669532,Native Pulldown on 3.2M snpset,AG,1240k,1,0.24265908,0.00952573,335674,235936,120658,212103,56110,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-M417,R1a1a1,..,107,H15a1a1,"[0.990,0.997]",0.086,0.417,n/a (<200 SNPs),"[0,0.008]",ds.half,S6184.E1.L1,0.018,Pass,..,Western_European,-275
I10366.AG,1430,I10366,MSAE 8784 (Motrox'e Bois),petrous (cochlea),FernandesReichNatEcolEvol2020,FernandesReichNatEcolEvol2020,https://doi.org/10.1038/s41559-020-1102-0,ENA:PRJEB35980,Direct: IntCal20,2244,58.0,"389-208 calBCE (2250±20 BP, PSUAMS-4874)",..,Italy_Sardinia_IA_c_Nuragic-1,"Usellus (Sardinia, Oristano)",Italy,39.81,8.84,Native Pulldown on 3.2M snpset,AG,1240k,1,2.69803648,0.1020923,1037656,688731,356135,651611,164794,F,..,0,0,n/a (female),n/a (female),n/a (female),..,..,..,0.12,0.017,n/a (female),n/a (female),ds.half,S10366.E1.L1,0.63,Pass,..,Italian_Central_Med,-294
